article_id,session_id,newspaper,category,headline,link,published_date,matched_keywords,matched_keyword_count
335,PROTHOMALO_20260428_211709,Prothom Alo,opinion,হামে শিশুমৃত্যু: করোনা মহামারি থেকে আমরা কী শিক্ষা নিলাম,https://www.prothomalo.com/opinion/column/wildx1ndms,2026-04-28,"প্রতিষ্ঠান, আক্রমণ, বিবৃতি, সংবাদ, নীতি, সভা, চাপ",7
410,PROTHOMALO_20260428_211709,Prothom Alo,entertainment,"‘রিসোর্ট’ নিয়ে তুমুল বিতর্ক, নেপথ্যে কী",https://www.prothomalo.com/entertainment/bollywood/0yuofuv2oh,2026-04-28,"বক্তব্য, অভিযোগ, শ্রমিক, মামলা, দাবি, চাপ",6
428,PROTHOMALO_20260428_211709,Prothom Alo,education,"জাপানে স্কলারশিপ, আবেদন স্নাতক-স্নাতকোত্তর-পিএইচডিতে",https://www.prothomalo.com/education/scholarship/o59q38yzjn,2026-04-28,"প্রতিষ্ঠান, বিবৃতি, অনলাইন",3
355,PROTHOMALO_20260428_211709,Prothom Alo,world,ক্যাম্পাসের বাইরে বাসা ভাড়া নিয়ে আতঙ্কে সাউথ ফ্লোরিডা বিশ্ববিদ্যালয়ের শিক্ষার্থীরা,https://www.prothomalo.com/world/usa/6bdkv52t6b,2026-04-28,"গ্রেপ্তার, অভিযোগ, বিবৃতি, দাবি",4
230,PROTHOMALO_20260428_211709,Prothom Alo,business,রূপালী ব্যাংকের পরিচালক হলেন বাংলাদেশ ব্যাংকের সাবেক নির্বাহী পরিচালক সাইফুল ইসলাম,https://www.prothomalo.com/business/bank/r9jtn4z4w0,2026-04-28,"প্রতিষ্ঠান, বিধি, নীতি, আইন",4
301,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"রূপপুরে চুল্লিতে দেওয়া হলো ইউরেনিয়াম, পারমাণবিক বিদ্যুৎ উৎপাদনের পথে বাংলাদেশ",https://www.prothomalo.com/bangladesh/district/w3ql9tny5m,2026-04-28,"প্রতিষ্ঠান, বক্তব্য, আলোচনা, অধিকার",4
222,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,রাজধানীতে মোটরসাইকেলে এসে গুলি করে যুবককে হত্যা,https://www.prothomalo.com/bangladesh/crime/zc4s09dbed,2026-04-28,ঘোষণা,1
1006,PROTHOMALO_20260507_121326,Prothom Alo,world,"পশ্চিমবঙ্গে ৪৮ ঘণ্টায় ২০০ এফআইআর, গ্রেপ্তার ৪৩৩, আটক ১১০০",https://www.prothomalo.com/world/india/7kkganu8mu,2026-05-07,"গ্রেপ্তার, আলোচনা, অভিযোগ, ভয়ভীতি, অধিকার, হুমকি, মামলা, ঘোষণা, সভা, আইন",10
381,PROTHOMALO_20260428_211709,Prothom Alo,business,সিটি ব্যাংক-ওয়াটার ডট ওআরজির নতুন উদ্যোগ,https://www.prothomalo.com/business/corporate/f6b787gbsi,2026-04-28,"প্রতিষ্ঠান, সংবাদ",2
1008,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,সিলেটে বিজ্ঞপ্তি দিয়ে গরুর মালিককে খুঁজছে পুলিশ,https://www.prothomalo.com/bangladesh/district/7y0ejz8ljs,2026-05-07,"গণমাধ্যম, সংবাদ",2
1005,PROTHOMALO_20260507_121326,Prothom Alo,sports,টি–টুয়েন্টিতে ২০০ রানের বেশি লক্ষ্য—এ আর এমন কী!,https://www.prothomalo.com/sports/cricket/kgodtgmxru,2026-05-07,প্রতিবেদন,1
377,PROTHOMALO_20260428_211709,Prothom Alo,business,এগলাল’স এবিসি চ্যারিটি স্কুলের পাশে শেল্টেক্,https://www.prothomalo.com/business/corporate/aqpwdlqcwz,2026-04-28,সংবাদ,1
1012,PROTHOMALO_20260507_121326,Prothom Alo,business,দুই কোম্পানিতে বিনিয়োগের টাকা ফেরত আনতে হবে ভ্যানগার্ডকে,https://www.prothomalo.com/business/market/8b4x74nvj5,2026-05-07,"প্রতিষ্ঠান, সভা, আইন",3
217,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,বাঁধের ভেতরে ‘একটুকরা ধানের রাজ্য’,https://www.prothomalo.com/bangladesh/district/kzch1p40jj,2026-04-28,শ্রমিক,1
453,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,অবৈধভাবে বিদেশি পণ্য বিক্রির মামলায় দুই চীনা নাগরিকসহ তিনজন কারাগারে,https://www.prothomalo.com/bangladesh/3go8xpul6w,2026-04-28,"অভিযোগ, মামলা, সংবাদ, আইন",4
994,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,খাগড়াছড়িতে ইউপিডিএফ গণতান্ত্রিকের সদস্যকে গুলি করে হত্যা,https://www.prothomalo.com/bangladesh/district/jfczcgqjku,2026-05-07,"বক্তব্য, অভিযোগ, সংগঠন, দাবি",4
987,PROTHOMALO_20260507_121326,Prothom Alo,sports,"যানজটে আটকে ছিলেন ক্রিকেটাররা, ম্যাচ শুরু হতে আধঘণ্টা দেরি",https://www.prothomalo.com/sports/cricket/zsxlzokz19,2026-05-07,"প্রতিষ্ঠান, প্রতিবেদন",2
250,PROTHOMALO_20260428_211709,Prothom Alo,technology,সাড়ে ৬ মিনিটেই ৯৮ শতাংশ চার্জ করা যাবে বৈদ্যুতিক গাড়ির ব্যাটারি,https://www.prothomalo.com/technology/automobiles/rgmja5ziqo,2026-04-28,"প্রতিষ্ঠান, ঘোষণা, দাবি",3
319,PROTHOMALO_20260428_211709,Prothom Alo,technology,ডিজিটাল শিক্ষার প্রসারে একসঙ্গে কাজ করবে গ্রামীণফোন ও শিখো,https://www.prothomalo.com/technology/jgpkiuiee3,2026-04-28,"প্রতিষ্ঠান, অনলাইন, সংবাদ, বাধা",4
985,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,"কালবৈশাখীর তাণ্ডবে জয়পুরহাটে বিদ্যুৎহীন ৭৫ গ্রাম, দুর্ভোগে ৩০ হাজার গ্রাহক",https://www.prothomalo.com/bangladesh/district/rsbdgz4z8q,2026-05-07,সভা,1
977,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,তিন হাসপাতাল ঘুরে ৫ মাস বয়সী সন্তানের মরদেহ নিয়ে ফিরলেন মা–বাবা,https://www.prothomalo.com/bangladesh/jgdk8dw88m,2026-05-07,"প্রতিবেদন, ঘোষণা",2
1010,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,"এত বৃষ্টি হয়ে কী হলো, বায়ুদূষণে বিশ্বে শীর্ষে ঢাকা",https://www.prothomalo.com/bangladesh/environment/hgzkebde0u,2026-05-07,"প্রতিষ্ঠান, আইন",2
203,PROTHOMALO_20260428_211709,Prothom Alo,lifestyle,অ্যাডেনোমায়োসিস: নারীদের যন্ত্রণা–বেদনার আরেক নাম,https://www.prothomalo.com/lifestyle/health/ro6a9fxmpg,2026-04-28,"গণমাধ্যম, আলোচনা, নারী",3
228,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"আক্কেলপুরে একটি মাদ্রাসার একমাত্র দাখিল পরীক্ষার্থী, নকল করায় সেও বহিষ্কার",https://www.prothomalo.com/bangladesh/district/t094mk0cj5,2026-04-28,"প্রতিষ্ঠান, অভিযোগ, বিধি",3
346,PROTHOMALO_20260428_211709,Prothom Alo,sports,"আলিসন চোটে, এদেরসন ফর্মে নেই, বিশ্বকাপে ব্রাজিলের গোলবারের নিচে কে",https://www.prothomalo.com/sports/football/95z7v4rk90,2026-04-28,"সাংবাদিক, আলোচনা, আক্রমণ, বিচার, ঘোষণা, দাবি",6
294,PROTHOMALO_20260428_211709,Prothom Alo,religion,মহানবী (সা.) কতটা সাধারণ জীবন যাপন করতেন,https://www.prothomalo.com/religion/islam/ry8vdc9tpp,2026-04-28,অভিযোগ,1
370,PROTHOMALO_20260428_211709,Prothom Alo,sports,প্যারিসে কি আজ গোল উৎসব,https://www.prothomalo.com/sports/football/0drb7ytwfu,2026-04-28,"বিচার, বাধা",2
267,PROTHOMALO_20260428_211709,Prothom Alo,education,"জাতীয় বিশ্ববিদ্যালয়ে অকৃতকার্যদের নতুন সিলেবাসে পরীক্ষা, ইনকোর্স নম্বর এন্ট্রির সময় বৃদ্ধি",https://www.prothomalo.com/education/eqdo9i57m5,2026-04-28,অনলাইন,1
229,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"তিন মাসে নিহত ১৮৬ শ্রমিক, কর্মক্ষেত্রে নিরাপত্তা জোরদারের আহ্বান",https://www.prothomalo.com/bangladesh/sfzbjpr6dk,2026-04-28,"উন্নয়ন সংস্থা, শ্রমিক সংগঠন, ট্রেড ইউনিয়ন, মানবাধিকার, আলোচনা, শ্রমিক, গবেষণা, সংগঠন, সংবাদ, নারী, নীতি, সভা, আইন",13
304,PROTHOMALO_20260428_211709,Prothom Alo,world,ওয়াশিংটনে নৈশভোজে গুলির ঘটনায় আটক অ্যালেনের বিরুদ্ধে ট্রাম্পকে হত্যাচেষ্টার অভিযোগ,https://www.prothomalo.com/world/usa/5sejfv6ezt,2026-04-28,"প্রতিষ্ঠান, গ্রেপ্তার, সাংবাদিক, সমাবেশ, অভিযোগ, বিচার, নীতি, আইন",8
1023,PROTHOMALO_20260507_121326,Prothom Alo,opinion,গেরুয়ার এই জয় পশ্চিমবঙ্গকে যেভাবে ভেতর থেকে বদলে দেবে,https://www.prothomalo.com/opinion/column/qatxykteum,2026-05-07,"প্রতিষ্ঠান, স্বচ্ছতা, অভিযোগ, অধিকার, হুমকি, নীতি, সভা",7
448,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,সাবেক সংসদ সদস্য আবদুস সোবহানকে গ্রেপ্তার দেখাল ট্রাইব্যুনাল,https://www.prothomalo.com/bangladesh/eu99c0shp5,2026-04-28,"গ্রেপ্তার, অভিযোগ, বিচার, মামলা",4
1009,PROTHOMALO_20260507_121326,Prothom Alo,opinion,তরুণদের প্রযুক্তি প্রশিক্ষণে প্রশংসনীয় উদ্যোগ,https://www.prothomalo.com/opinion/editorial/hcj7ahvf9n,2026-05-07,"নাগরিক সমাজ, প্রতিষ্ঠান",2
438,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"পারমাণবিক বিদ্যুৎ উৎপাদনের পথে বাংলাদেশ, রূপপুরে জ্বালানি ব্যবহার শুরু হচ্ছে আজ",https://www.prothomalo.com/bangladesh/ud1r7hck3s,2026-04-28,"প্রতিষ্ঠান, অধিকার, নীতি",3
258,PROTHOMALO_20260428_211709,Prothom Alo,opinion,নিজেদের গড়া বিশ্ব বাণিজ্য সংস্থাকে কেন বদলাতে চায় যুক্তরাষ্ট্র,https://www.prothomalo.com/opinion/column/rdl1sw58e0,2026-04-28,"প্রতিষ্ঠান, মানবাধিকার, প্রতিবাদ, অভিযোগ, অধিকার, হুমকি, মতামত, বাধা, দাবি, নীতি",10
450,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,৫ আগস্ট ওভারব্রিজে দাঁড়ানো রিতার মাথার পেছনে গুলি লাগে,https://www.prothomalo.com/bangladesh/q53llyk266,2026-04-28,"আইন, গ্রেপ্তার, মামলা, ঘোষণা, মিছিল",5
1034,PROTHOMALO_20260507_121326,Prothom Alo,world,যুদ্ধ বন্ধে সমঝোতার পথে যুক্তরাষ্ট্র–ইরান,https://www.prothomalo.com/world/middle-east/d4ylzxn6dh,2026-05-07,"প্রতিষ্ঠান, বক্তব্য, আলোচনা, আক্রমণ, গবেষণা, সংবাদ, ঘোষণা, দাবি, বিধি, চাপ",10
389,PROTHOMALO_20260428_211709,Prothom Alo,chakri,"ইস্টার্ন ব্যাংক নেবে ট্রেইনি অফিসার, স্নাতক পাসে আবেদন, বেতন ৩১ হাজার টাকা",https://www.prothomalo.com/chakri/employment/dprl76078p,2026-04-28,"নীতিমালা, অনলাইন, বেতন, নীতি",4
996,PROTHOMALO_20260507_121326,Prothom Alo,education,"গুচ্ছভুক্ত ভর্তির ‘সাবজেক্ট চয়েস’ শুরু, চূড়ান্ত ভর্তি ৭-১১ জুন",https://www.prothomalo.com/education/examination/pje34f81f6,2026-05-07,"মিডিয়া, অনলাইন, ঘোষণা, সভা",4
330,PROTHOMALO_20260428_211709,Prothom Alo,sports,বিশ্বকাপে ড্রোন হামলার শঙ্কা: ন্যাশনাল গার্ড মোতায়েনের আহ্বান মার্কিন আইনপ্রণেতাদের,https://www.prothomalo.com/sports/football/ktdzwo718v,2026-04-28,"বক্তব্য, বিবৃতি, হুমকি, বিচার, আইন",5
237,PROTHOMALO_20260428_211709,Prothom Alo,durporobash,"৩৫তম নিউইয়র্ক আন্তর্জাতিক বাংলা বইমেলার নতুন লোগো উন্মোচন, আয়োজন ২২–২৫ মে",https://nagorik.prothomalo.com/durporobash/v2hi20wxry,2026-04-28,"প্রতিষ্ঠান, আলোচনা, সমাবেশ",3
451,PROTHOMALO_20260428_211709,Prothom Alo,world,দ্বিতীয় দফা ভোটের প্রচারের শেষ দিনে কলকাতায় মমতা-শুভেন্দুর শোডাউন,https://www.prothomalo.com/world/india/y2vno2sedy,2026-04-28,"অধিকার, ঘোষণা, মিছিল, সভা",4
323,PROTHOMALO_20260428_211709,Prothom Alo,business,আবাসনে মানসম্মত বিনিয়োগে শেল্টেক্,https://www.prothomalo.com/business/industry/5xh2x1cekd,2026-04-28,প্রতিষ্ঠান,1
337,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"বৃষ্টিতে সড়কের কোথাও হাঁটু, কোথাও বুকসমান পানি, ভোগান্তিতে মানুষ",https://www.prothomalo.com/bangladesh/district/lljjargg6h,2026-04-28,হিজড়া,1
320,PROTHOMALO_20260428_211709,Prothom Alo,onnoalo,অরার সন্ধানে: রঘু রাইয়ের আলোকচিত্রের অন্তর্ময় জগত,https://www.prothomalo.com/onnoalo/treatise/83k6i1r2qa,2026-04-28,"সাংবাদিকতা, স্বাধীনতা, প্রতিবেদন, সাংবাদিক, সমাবেশ, অভিযোগ, শ্রমিক, গবেষণা, সংগঠন, নারী, দাবি, সভা, দমন",13
375,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"বজ্রপাতে মাদ্রাসাছাত্রীর মৃত্যু বলে প্রচার পরিবারের, তদন্তে বেরিয়ে এল আত্মহত্যা",https://www.prothomalo.com/bangladesh/district/dn2if8n282,2026-04-28,"গণমাধ্যমকর্মী, প্রতিবেদন, গণমাধ্যম, মামলা, সংবাদ, নারী, আইন",7
415,PROTHOMALO_20260428_211709,Prothom Alo,opinion,অন্য অযৌক্তিক সুবিধাও বাতিল করা প্রয়োজন,https://www.prothomalo.com/opinion/editorial/r8ozu5yex2,2026-04-28,"আলোচনা, ভাতা, বেতন, দাবি, আইন",5
399,PROTHOMALO_20260428_211709,Prothom Alo,opinion,‘পরিকল্পিত’ মব সহিংসতায় সরকারের অবস্থান কী,https://www.prothomalo.com/opinion/column/on7g23dcp3,2026-04-28,"নাগরিক অধিকার, প্রতিষ্ঠান, গ্রেপ্তার, প্রতিবেদন, আন্দোলন, আলোচনা, গবেষণা, অধিকার, বিবৃতি, বিচার, মামলা, সংবাদ, ঘোষণা, মতামত, দাবি, নীতি, আইন",17
238,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"দেশে জঙ্গি আছে, সেটা শূন্যের কোঠায় নামিয়ে আনার চেষ্টা করবে সরকার: প্রধানমন্ত্রীর তথ্য উপদেষ্টা",https://www.prothomalo.com/bangladesh/ebqqg4f5yh,2026-04-28,সাংবাদিক,1
408,PROTHOMALO_20260428_211709,Prothom Alo,sports,"মৌসুম শেষ মদরিচেরও, বিশ্বকাপে দেখা যেতে পারে ভিন্ন রূপে",https://www.prothomalo.com/sports/football/ikxuk3knko,2026-04-28,বিবৃতি,1
289,PROTHOMALO_20260428_211709,Prothom Alo,sports,স্বর্ণার ফিফটির পরও বড় হার,https://www.prothomalo.com/sports/cricket/azl6tgy46o,2026-04-28,"নারী, চাপ",2
268,PROTHOMALO_20260428_211709,Prothom Alo,education,ইউআইইউতে ‘ওয়াটার রাইটস ইন বাংলাদেশ’ শীর্ষক জাতীয় সেমিনার অনুষ্ঠিত,https://www.prothomalo.com/education/mcoyp1qrdd,2026-04-28,"প্রতিবন্ধকতা, নাগরিক সমাজ, প্রতিষ্ঠান, ন্যায়বিচার, সাংবাদিক, বক্তব্য, আলোচনা, গবেষণা, অধিকার, সমবায়, বিচার, নীতি, সভা",13
452,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,মিরপুরে পর্নোগ্রাফি বিক্রির অভিযোগে তরুণ গ্রেপ্তার,https://www.prothomalo.com/bangladesh/crime/7tzbrkwqls,2026-04-28,"গ্রেপ্তার, অভিযোগ, অনলাইন, মামলা, সংবাদ, আইন",6
982,PROTHOMALO_20260507_121326,Prothom Alo,world,ফ্লোরিডায় নাহিদা বৃষ্টির প্রথম জানাজা সম্পন্ন,https://www.prothomalo.com/world/usa/ghvmhnjpqq,2026-05-07,"গ্রেপ্তার, বিচার",2
401,PROTHOMALO_20260428_211709,Prothom Alo,entertainment,হিন্দি সিনেমার আলোচিত অভিনেতার মৃত্যু,https://www.prothomalo.com/entertainment/bollywood/jz16xbfwtk,2026-04-28,"গণমাধ্যম, সংবাদ, আইন",3
235,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,এনবিআর-আত্মা প্রাক্‌-বাজেট আলোচনা: সিগারেটের দাম বাড়ালে ৪৪ হাজার কোটি টাকা বাড়তি রাজস্ব,https://www.prothomalo.com/bangladesh/jroys6rgjp,2026-04-28,"আলোচনা, মিডিয়া, অনলাইন, সংগঠন, সভা",5
306,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,অসচ্ছল মানুষের ন্যায়বিচার প্রাপ্তি নিশ্চিতে সরকার সুনির্দিষ্ট পরিকল্পনা নিয়েছে: প্রধানমন্ত্রী,https://www.prothomalo.com/bangladesh/mlajt1vi43,2026-04-28,"প্রতিষ্ঠান, ন্যায়বিচার, মানবাধিকার, অধিকার, বিচার, মামলা, ঘোষণা, নীতি, চাপ, আইন",10
286,PROTHOMALO_20260428_211709,Prothom Alo,chakri,শীর্ষ নির্বাহীদের স্বীকারোক্তি: এআই এখনো বদলাতে পারেনি চিত্র,https://www.prothomalo.com/chakri/chakri-news/8p8plylyo3,2026-04-28,"প্রতিষ্ঠান, আলোচনা, গবেষণা, মতামত, নীতি",5
376,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,প্রধানমন্ত্রীর সঙ্গে সৌজন্য সাক্ষাৎ রোসাটম মহাপরিচালকের,https://www.prothomalo.com/bangladesh/2j6opgd9wd,2026-04-28,প্রতিষ্ঠান,1
1022,PROTHOMALO_20260507_121326,Prothom Alo,lifestyle,"কোন শিশুরা পরবর্তী জীবনে সফল ও সুখী হয়, হার্ভার্ডের ৭৫ বছরের গবেষণা কী বলছে জানুন",https://www.prothomalo.com/lifestyle/842m9mmfj9,2026-05-07,"গবেষণা, চাপ",2
279,PROTHOMALO_20260428_211709,Prothom Alo,entertainment,"বিচ্ছেদ, বিরল রোগের সঙ্গে লড়াই পেরিয়ে নতুন সামান্থা",https://www.prothomalo.com/entertainment/bollywood/hb85rd27ov,2026-04-28,"বক্তব্য, আলোচনা, বিচার",3
990,PROTHOMALO_20260507_121326,Prothom Alo,world,রোবট যাত্রীর জন্য উড়তে দেরি করল উড়োজাহাজ,https://www.prothomalo.com/world/usa/pk42xrxjga,2026-05-07,"নীতিমালা, নীতি",2
214,PROTHOMALO_20260428_211709,Prothom Alo,politics,সেই জানালা দিয়ে সম্ভবত এস আলম এসে পড়বে: সংসদে জামায়াতের সাইফুল আলম,https://www.prothomalo.com/politics/a51zb8w6fo,2026-04-28,"আইন সংশোধন, মানবাধিকার, স্বাধীনতা, গ্রেপ্তার, প্রতিবেদন, গণমাধ্যম, বক্তব্য, আন্দোলন, আলোচনা, বিচার, মামলা, দাবি, নীতি, আইন",14
338,PROTHOMALO_20260428_211709,Prothom Alo,politics,বাংলাদেশে নির্বাচনে স্বচ্ছতা–বিশ্বাসযোগ্যতা নিশ্চিতে ইইউ মিশনের ১৯ সুপারিশ,https://www.prothomalo.com/politics/w0wue5fk1s,2026-04-28,"প্রতিবেদন, স্বচ্ছতা, অভিযোগ, সংবাদ",4
202,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,প্রধানমন্ত্রীর সঙ্গে শেভরনের প্রতিনিধিদলের সাক্ষাৎ,https://www.prothomalo.com/bangladesh/fzy8w4ylnc,2026-04-28,দমন,1
419,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"এত বৃষ্টি, তারপরও বায়ুদূষণে বিশ্বে ষষ্ঠ ঢাকা",https://www.prothomalo.com/bangladesh/environment/8y05wohur5,2026-04-28,প্রতিষ্ঠান,1
358,PROTHOMALO_20260428_211709,Prothom Alo,business,ফ্যামিলি কার্ডে ব্যয় হবে ১ লাখ ৩৪ হাজার কোটি টাকা,https://www.prothomalo.com/business/economics/8ch499vzb1,2026-04-28,"সাংবাদিক, গবেষণা, অনলাইন, নারী, সভা",5
412,PROTHOMALO_20260428_211709,Prothom Alo,business,গ্রাহকেরা সঞ্চয়পত্র কেনার চেয়ে ভাঙছেন বেশি,https://www.prothomalo.com/business/economics/m6mbdps4u0,2026-04-28,"প্রতিষ্ঠান, বাধা, চাপ",3
989,PROTHOMALO_20260507_121326,Prothom Alo,technology,উড়োজাহাজ কেন অ্যান্টার্কটিকা এড়িয়ে চলে,https://www.prothomalo.com/technology/science/wjdkmrqk30,2026-05-07,"গবেষণা, বিধি, নীতি",3
457,PROTHOMALO_20260428_211709,Prothom Alo,entertainment,"মুক্তির আগে সম্মানী–বিতর্ক! রোশান ক্ষুব্ধ, নীরব বুবলী",https://www.prothomalo.com/entertainment/dhallywood/0s3hhfd9dx,2026-04-28,"প্রতিষ্ঠান, মিডিয়া, অভিযোগ, ঘোষণা",4
281,PROTHOMALO_20260428_211709,Prothom Alo,education,এসএসসি পরীক্ষা ২০২৬। তথ্য ও যোগাযোগ প্রযুক্তি: মডেল টেস্ট–১,https://www.prothomalo.com/education/examination/46ibr7piyt,2026-04-28,"তথ্য অধিকার আইন, মিডিয়া, অধিকার, আইন",4
259,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,ঢাকা বিশ্ববিদ্যালয়ের থিয়েটার বিভাগের শিক্ষার্থীদের ক্লাস-পরীক্ষা বর্জন,https://www.prothomalo.com/bangladesh/k6u0jyhi1c,2026-04-28,"স্মারকলিপি, গ্রেপ্তার, গণমাধ্যম, নীতিমালা, আন্দোলন, আলোচনা, সমাবেশ, অভিযোগ, নিপীড়ন, বিচার, মামলা, সংবাদ, ঘোষণা, দাবি, নীতি, আইন",16
232,PROTHOMALO_20260428_211709,Prothom Alo,business,"বাণিজ্য চুক্তি নিয়ে যা বললেন মার্কিন রাষ্ট্রদূত, কী কী পণ্য আমদানির প্রতিশ্রুতি আছে",https://www.prothomalo.com/business/economics/4zh8pa0rqc,2026-04-28,"প্রতিষ্ঠান, ইন্টারনেট, বক্তব্য, বাধা, নীতি, সভা",6
409,PROTHOMALO_20260428_211709,Prothom Alo,lifestyle,বাটিক কিনতে রসমালাইয়ের দেশ কুমিল্লায় যাবেন নাকি,https://www.prothomalo.com/lifestyle/shopping/93uh2ahgjd,2026-04-28,"প্রতিষ্ঠান, অনলাইন",2
288,PROTHOMALO_20260428_211709,Prothom Alo,reader,ঢাকায় নর্ডিক দূতাবাসের যৌথ উদ্যোগে ফটো প্রতিযোগিতা,https://nagorik.prothomalo.com/reader/lt3h2i7bmp,2026-04-28,"মতপ্রকাশের স্বাধীনতা, সাংবাদিকতা, স্বাধীনতা, গণমাধ্যম, মতপ্রকাশ, সাংবাদিক, ঘোষণা",7
1038,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,"বাংলাদেশ-চীনের বন্ধুত্বপূর্ণ সম্পর্ক, সহযোগিতা গভীর করার অঙ্গীকার",https://www.prothomalo.com/bangladesh/c65s3rowwg,2026-05-07,"আলোচনা, সংবাদ, নীতি",3
324,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"লিগ্যাল এইডে দ্রুত মীমাংসা, কমছে মামলার চাপ",https://www.prothomalo.com/bangladesh/yubdkfob0g,2026-04-28,"তৃতীয় লিঙ্গ, নির্যাতন, অভিযোগ, অধিকার, বিচার, মামলা, নারী, চাপ, আইন",9
212,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,অবৈধভাবে দেশে ফেরার সময় ঠাকুরগাঁও সীমান্তে আটক দুই বাংলাদেশিকে ফেরত দিল বিএসএফ,https://www.prothomalo.com/bangladesh/district/na8x2emo6v,2026-04-28,আইন,1
404,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"আদালতে চার আসামির স্বীকারোক্তি, একজন তিন দিনের রিমান্ডে",https://www.prothomalo.com/bangladesh/district/7w7ldtjnuu,2026-04-28,"গ্রেপ্তার, বিচার, মামলা, সংবাদ",4
981,PROTHOMALO_20260507_121326,Prothom Alo,business,"টানা দুই দিন বাড়ল সোনার দাম, আজ ভরিতে ২,২১৬ টাকা",https://www.prothomalo.com/business/industry/6gddy83wpm,2026-05-07,সংবাদ,1
1001,PROTHOMALO_20260507_121326,Prothom Alo,business,বহুজাতিক এক ব্যাংকের মুনাফার অর্থে বিদেশি বিনিয়োগে বড় লাফ,https://www.prothomalo.com/business/economics/m6mxqomeiu,2026-05-07,"প্রতিষ্ঠান, প্রতিবেদন, সংগঠন, নীতি, সভা",5
997,PROTHOMALO_20260507_121326,Prothom Alo,world,"যুদ্ধবিরতির পর বৈরুতের দক্ষিণ উপকণ্ঠে প্রথম ইসরায়েলি হামলা, হিজবুল্লাহ কমান্ডারকে হত্যার দাবি",https://www.prothomalo.com/world/middle-east/o0x343jqrz,2026-05-07,"অভিযোগ, অধিকার, হুমকি, সংগঠন, সংবাদ, দাবি",6
353,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"নেত্রকোনায় বাড়ছে নদ-নদীর পানি, ধান ঘরে তোলা নিয়ে আশঙ্কায় হাওরের কৃষক",https://www.prothomalo.com/bangladesh/district/drjna7xtcz,2026-04-28,"শ্রমিক, হুমকি",2
249,PROTHOMALO_20260428_211709,Prothom Alo,business,ট্রাস্ট ব্যাংকের ইউনিয়নপে ডেবিট ও ক্রেডিট কার্ড চালু,https://www.prothomalo.com/business/corporate/lrw6hl3o8q,2026-04-28,সংবাদ,1
1029,PROTHOMALO_20260507_121326,Prothom Alo,sports,বায়ার্নকে বিদায় করে টানা দ্বিতীয়বার ফাইনালে পিএসজি,https://www.prothomalo.com/sports/football/fl8pi2ldga,2026-05-07,"আক্রমণ, দাবি, আইন",3
388,PROTHOMALO_20260428_211709,Prothom Alo,world,রোবট হারিয়ে দিচ্ছে পেশাদার টেবিল টেনিস খেলোয়াড়কে,https://www.prothomalo.com/world/asia/6pmv7ar18w,2026-04-28,"গবেষণা প্রতিবেদন, প্রতিবেদন, গবেষণা",3
296,PROTHOMALO_20260428_211709,Prothom Alo,chakri,"দিনাজপুর কর অঞ্চলে চাকরি, পদ ১২২",https://www.prothomalo.com/chakri/employment/r97pm14stg,2026-04-28,বেতন,1
984,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,রংপুরে সেচঘর থেকে কৃষকের পা বাঁধা রক্তাক্ত মরদেহ উদ্ধার,https://www.prothomalo.com/bangladesh/district/t2rg0a344y,2026-05-07,বাধা,1
1000,PROTHOMALO_20260507_121326,Prothom Alo,lifestyle,জিনসের পকেটে এই ছোট্ট ধাতব বোতাম থাকে কেন,https://www.prothomalo.com/lifestyle/fashion/nfawfoa66k,2026-05-07,"শ্রমিক, অধিকার",2
